38,blue,devilwing,ski,brown,chestplate,pitiful,blackframedglasses,chefhat,cake,elfwand
39,red,none,birthdaycake,brown,crystal,stupefied,heart,none,bucket,broom
40,lightgrey,none,snowflake,soul,medal,ordinary-soul,pearl,lotusleaf,book,magicwand
41,grey,none,leaf,pink,elfclothes,ordinary,none,kongminghat,balloon,Fan
42,red,none,ski,yellow,medal,ordinary,none,fairy,briefcase,fishingrod
43,ocean,butterfly,ski,pink,brooch,excited,sunglasses,nursecap,balloon,broom
44,red,ribbon,magmatic,pink,brooch,stupefied,goggles,chefhat,flagon,goldencudgel
45,lightgrey,none,none,brown,satchel,ordinary,cyberglasses,cowboyhat,balloon,Fan
46,blue,ribbon,ski,yellow,heartchain,ordinary,bandaid,magichat,apple,fishingrod
47,rainforest,parachute,surfboard,brown,satchel,stupefied,pearl,tophat,handkerchief,stick
48,strokes,devilwing,aerocraft,water,apron,excited-water,cyberglasses,bamboohat,balloon,magicwand
49,lightgrey,angelwing,none,yellow,heartchain,stupefied,pearl,cowboyhat,apple,elfwand
50,jungle,angelwing,ufo,yellow,goldchain,cry,cyberglasses,fairy,magicbook,goldencudgel
51,rainforest,rainbow,ufo,pink,satchel,stupefied,sunglasses,nursecap,book,none
52,strokes,rainbow,hotwheels,pink,goldchain,stupefied,blackframedglasses,chefhat,shield,lightsaber
53,green,parachute,skate,brown,crystal,excited,planteyeglasses,strawhat,none,goldencudgel
54,jungle,angelwing,none,pink,apron,cry,pearl,tophat,magicbook,none
55,blue,none,skate,pink,elfclothes,cry,sunglasses,bamboohat,shield,elfwand
56,grey,ribbon,surfboard,pink,apron,stupefied,goggles,baseballcap,bucket,none
57,strokes,ribbon,skate,brown,chestplate,pitiful,cyberglasses,cowboyhat,flagon,goldencudgel
58,rainforest,angelwing,snowflake,yellow,apron,excited,monocleglasses,tophat,flagon,broom
59,green,ribbon,none,yellow,elfclothes,cry,heart,nursecap,book,bread
60,strokes,devilwing,leaf,yellow,medal,greedy,pearl,strawhat,bucket,magicwand
61,strokes,rainbow,flyingcarpet,pink,medal,excited,cyberglasses,star,shield,stick
62,jungle,butterfly,snowflake,yellow,elfclothes,greedy,sunglasses,nursecap,cake,broom
63,strokes,devilwing,flyingcarpet,brown,beasttooth,ordinary,pearl,none,book,crutch
64,lightgrey,devilwing,aerocraft,fire,chestplate,greedy-fire,monocleglasses,star,handkerchief,none
65,lightgrey,cloak,opencirrus,brown,chestplate,stupefied,cyberglasses,baseballcap,apple,crutch
66,strokes,angelwing,hotwheels,pink,elfclothes,ordinary,heart,baseballcap,flagon,needle
67,grey,angelwing,ski,brown,goldchain,stupefied,cyberglasses,lotusleaf,none,crutch
68,strokes,parachute,skate,yellow,elfclothes,excited,heart,fairy,handkerchief,magicwand
69,blue,angelwing,flyingcarpet,brown,medal,greedy,blackframedglasses,chefhat,magicbook,magicwand
70,strokes,parachute,aerocraft,yellow,tie,ordinary,sunglasses,tophat,apple,none
71,strokes,cloak,magmatic,yellow,tie,pitiful,none,dragonfly,briefcase,none
72,rainforest,none,magmatic,pink,apron,excited,heart,nursecap,handkerchief,broom
73,strokes,ribbon,none,yellow,apron,stupefied,cyberglasses,strawhat,none,bread
74,green,ribbon,magmatic,brown,satchel,greedy,cyberglasses,magichat,cake,magicwand
75,green,parachute,ski,yellow,satchel,greedy,blackframedglasses,star,shield,elfwand
76,grey,angelwing,surfboard,yellow,apron,greedy,bandaid,magichat,apple,elfwand
77,strokes,angelwing,flyingcarpet,brown,heartchain,cry,heart,militarycap,cake,pike
78,grey,devilwing,surfboard,yellow,none,greedy,bandaid,dragonfly,shield,elfwand
79,grey,ribbon,flyingcarpet,brown,satchel,excited,none,lotusleaf,apple,Fan
80,blue,butterfly,aerocraft,brown,chestplate,greedy,cyberglasses,curse,flagon,stick
81,rainforest,ribbon,skate,pink,tie,ordinary,goggles,lotusleaf,cake,broom
82,lightgrey,rainbow,skate,pink,elfclothes,cry,cyberglasses,chefhat,handkerchief,bread
83,red,ribbon,surfboard,pink,elfclothes,excited,cyberglasses,bamboohat,shield,none
84,red,rainbow,hotwheels,yellow,chestplate,cry,bandaid,bamboohat,book,crutch
85,ocean,parachute,none,brown,crystal,cry,goggles,nursecap,handkerchief,none
86,red,none,aerocraft,brown,chestplate,ordinary,pearl,lotusleaf,flagon,elfwand
87,grey,ribbon,hotwheels,fire,brooch,cry-fire,goggles,cowboyhat,flagon,elfwand
88,blue,angelwing,skate,pink,brooch,stupefied,heart,kongminghat,none,goldencudgel
89,blue,ribbon,leaf,pink,crystal,ordinary,monocleglasses,lotusleaf,book,Fan
90,ocean,rainbow,birthdaycake,yellow,crystal,cry,goggles,strawhat,balloon,crutch
91,strokes,parachute,leaf,brown,brooch,excited,planteyeglasses,militarycap,magicbook,fishingrod
92,blue,cloak,magmatic,pink,brooch,pitiful,heart,bamboohat,briefcase,lightsaber
93,red,devilwing,hotwheels,yellow,none,excited,pearl,strawhat,magicbook,goldencudgel
94,red,cloak,surfboard,brown,apron,pitiful,goggles,strawhat,handkerchief,none
95,lightgrey,rainbow,birthdaycake,fire,elfclothes,excited-fire,none,lotusleaf,magicbook,needle
96,grey,angelwing,leaf,pink,apron,greedy,blackframedglasses,birthdayhat,briefcase,pike
97,strokes,parachute,hotwheels,pink,elfclothes,greedy,bandaid,dragonfly,none,sword
98,red,angelwing,hotwheels,pink,brooch,greedy,heart,bamboohat,balloon,needle
99,strokes,rainbow,none,pink,crystal,stupefied,goggles,militarycap,none,broom
100,blue,ribbon,birthdaycake,yellow,none,greedy,cyberglasses,militarycap,flagon,spatula
101,lightgrey,cloak,surfboard,brown,apron,greedy,bandaid,dragonfly,magicbook,fishingrod
102,lightgrey,rainbow,flyingcarpet,water,beasttooth,excited-water,cyberglasses,birthdayhat,book,spatula
103,red,ribbon,flyingcarpet,brown,elfclothes,greedy,pearl,fairy,magicbook,broom
104,red,angelwing,aerocraft,yellow,goldchain,pitiful,cyberglasses,nursecap,bucket,needle
105,green,none,none,yellow,tie,greedy,goggles,baseballcap,briefcase,bread
106,blue,angelwing,aerocraft,brown,brooch,excited,heart,militarycap,cake,elfwand
107,red,rainbow,leaf,pink,apron,ordinary,blackframedglasses,magichat,magicbook,fishingrod
108,blue,angelwing,aerocraft,yellow,beasttooth,stupefied,bandaid,cowboyhat,briefcase,barbecuefork
109,red,none,hotwheels,brown,apron,greedy,monocleglasses,bamboohat,flagon,spatula
110,grey,ribbon,birthdaycake,yellow,brooch,greedy,bandaid,baseballcap,flagon,crutch
111,grey,none,flyingcarpet,soul,apron,stupefied-soul,bandaid,birthdayhat,handkerchief,sword
112,grey,parachute,none,pink,elfclothes,greedy,pearl,cowboyhat,briefcase,sword
113,green,parachute,birthdaycake,yellow,beasttooth,greedy,bandaid,fairy,book,elfwand
114,blue,rainbow,flyingcarpet,brown,heartchain,ordinary,heart,strawhat,magicbook,broom
115,jungle,devilwing,none,soul,none,excited-soul,planteyeglasses,kongminghat,flagon,none
116,blue,devilwing,leaf,yellow,none,excited,cyberglasses,strawhat,handkerchief,magicwand
117,green,cloak,snowflake,brown,chestplate,ordinary,heart,bamboohat,briefcase,magicwand
118,blue,parachute,flyingcarpet,brown,goldchain,stupefied,heart,bamboohat,briefcase,stick
119,green,none,none,brown,tie,ordinary,blackframedglasses,chefhat,bucket,Fan
120,desert,rainbow,hotwheels,yellow,goldchain,ordinary,sunglasses,nursecap,magicbook,magicwand
121,blue,cloak,magmatic,brown,heartchain,cry,blackframedglasses,curse,bucket,goldencudgel
122,desert,parachute,flyingcarpet,pink,brooch,excited,pearl,cowboyhat,flagon,elfwand
123,strokes,parachute,aerocraft,pink,none,ordinary,none,star,apple,crutch
124,ocean,rainbow,opencirrus,yellow,chestplate,greedy,sunglasses,kongminghat,cake,broom
125,strokes,parachute,ufo,pink,crystal,stupefied,none,lotusleaf,book,needle
126,lightgrey,angelwing,ski,brown,none,stupefied,goggles,none,none,elfwand
127,lightgrey,butterfly,ski,pink,crystal,greedy,bandaid,chefhat,apple,barbecuefork
128,green,parachute,skate,pink,crystal,greedy,blackframedglasses,kongminghat,balloon,crutch
129,lightgrey,devilwing,surfboard,brown,crystal,greedy,heart,chefhat,apple,spatula
130,grey,rainbow,skate,pink,beasttooth,pitiful,monocleglasses,curse,flagon,elfwand
131,jungle,rainbow,flyingcarpet,brown,beasttooth,cry,heart,birthdayhat,handkerchief,needle
132,lightgrey,cloak,flyingcarpet,pink,medal,excited,pearl,tophat,bucket,none
133,starrysky,cloak,opencirrus,brown,elfclothes,ordinary,sunglasses,birthdayhat,shield,goldencudgel
134,jungle,rainbow,ufo,yellow,heartchain,greedy,cyberglasses,cowboyhat,briefcase,magicwand
135,strokes,rainbow,flyingcarpet,brown,apron,greedy,sunglasses,tophat,apple,Fan
136,blue,cloak,hotwheels,yellow,crystal,greedy,heart,baseballcap,none,lightsaber
137,desert,rainbow,surfboard,pink,chestplate,cry,cyberglasses,dragonfly,balloon,barbecuefork
138,blue,parachute,skate,brown,medal,pitiful,blackframedglasses,fairy,magicbook,broom
139,lightgrey,ribbon,birthdaycake,brown,brooch,excited,bandaid,magichat,handkerchief,fishingrod
140,red,rainbow,leaf,pink,heartchain,stupefied,monocleglasses,lotusleaf,magicbook,fishingrod
141,red,none,opencirrus,soul,elfclothes,ordinary-soul,monocleglasses,militarycap,flagon,needle
142,blue,ribbon,aerocraft,pink,apron,stupefied,bandaid,baseballcap,none,barbecuefork
143,lightgrey,ribbon,ski,yellow,brooch,ordinary,planteyeglasses,curse,none,none
144,lightgrey,parachute,ski,pink,elfclothes,pitiful,sunglasses,cowboyhat,shield,elfwand
145,red,none,hotwheels,soul,brooch,cry-soul,goggles,birthdayhat,none,pike
146,strokes,parachute,leaf,yellow,goldchain,excited,goggles,bamboohat,briefcase,goldencudgel
147,lightgrey,devilwing,hotwheels,pink,chestplate,stupefied,goggles,bamboohat,briefcase,elfwand
148,jungle,parachute,leaf,pink,tie,cry,pearl,tophat,handkerchief,Fan
149,jungle,rainbow,aerocraft,brown,goldchain,greedy,sunglasses,dragonfly,none,sword
150,red,none,leaf,yellow,medal,stupefied,monocleglasses,nursecap,book,goldencudgel
151,ocean,cloak,opencirrus,soul,crystal,greedy-soul,cyberglasses,dragonfly,briefcase,needle
152,desert,butterfly,surfboard,pink,elfclothes,excited,pearl,chefhat,shield,crutch
153,blue,cloak,surfboard,pink,chestplate,pitiful,goggles,dragonfly,shield,fishingrod
154,jungle,none,none,yellow,elfclothes,greedy,pearl,nursecap,handkerchief,crutch
155,red,rainbow,aerocraft,brown,none,greedy,none,kongminghat,apple,sword
156,blue,butterfly,birthdaycake,pink,medal,greedy,cyberglasses,birthdayhat,flagon,fishingrod
157,green,rainbow,skate,yellow,medal,pitiful,monocleglasses,curse,apple,Fan
158,red,devilwing,aerocraft,water,beasttooth,cry-water,cyberglasses,curse,cake,spatula
159,desert,ribbon,ufo,water,crystal,pitiful-water,heart,cowboyhat,flagon,pike
160,red,devilwing,surfboard,yellow,goldchain,stupefied,monocleglasses,dragonfly,book,bread
161,grey,none,ufo,yellow,medal,stupefied,cyberglasses,star,balloon,fishingrod
162,strokes,angelwing,aerocraft,yellow,elfclothes,pitiful,monocleglasses,none,handkerchief,none
163,strokes,rainbow,skate,yellow,medal,cry,cyberglasses,lotusleaf,briefcase,Fan
164,starrysky,rainbow,opencirrus,pink,none,cry,goggles,curse,book,broom
165,strokes,butterfly,ski,fire,satchel,ordinary-fire,pearl,star,briefcase,lightsaber
166,green,angelwing,flyingcarpet,pink,chestplate,stupefied,heart,lotusleaf,balloon,goldencudgel
167,red,ribbon,ufo,pink,brooch,excited,sunglasses,strawhat,shield,goldencudgel
168,lightgrey,ribbon,birthdaycake,brown,brooch,ordinary,sunglasses,bamboohat,bucket,broom
169,jungle,parachute,flyingcarpet,brown,beasttooth,excited,bandaid,nursecap,book,magicwand
170,starrysky,parachute,flyingcarpet,pink,elfclothes,ordinary,none,chefhat,briefcase,fishingrod
171,starrysky,parachute,flyingcarpet,fire,satchel,pitiful-fire,goggles,dragonfly,magicbook,stick
172,green,angelwing,hotwheels,brown,medal,cry,blackframedglasses,dragonfly,none,elfwand
173,blue,rainbow,leaf,yellow,heartchain,pitiful,blackframedglasses,tophat,magicbook,fishingrod
174,red,angelwing,none,pink,beasttooth,cry,monocleglasses,nursecap,shield,lightsaber
175,jungle,angelwing,surfboard,yellow,goldchain,ordinary,heart,dragonfly,handkerchief,needle
176,red,rainbow,none,yellow,elfclothes,excited,cyberglasses,kongminghat,magicbook,lightsaber
177,red,ribbon,ufo,yellow,medal,ordinary,cyberglasses,tophat,bucket,magicwand
178,green,none,leaf,yellow,tie,excited,monocleglasses,baseballcap,bucket,magicwand
179,red,parachute,magmatic,pink,chestplate,ordinary,pearl,militarycap,apple,broom
180,ocean,devilwing,ski,brown,elfclothes,ordinary,cyberglasses,bamboohat,briefcase,elfwand
181,green,angelwing,magmatic,water,medal,pitiful-water,heart,dragonfly,flagon,barbecuefork
182,strokes,none,snowflake,yellow,elfclothes,pitiful,blackframedglasses,magichat,flagon,elfwand
183,lightgrey,butterfly,none,yellow,heartchain,greedy,bandaid,tophat,none,sword
184,blue,devilwing,magmatic,fire,brooch,pitiful-fire,bandaid,star,apple,fishingrod
185,strokes,ribbon,leaf,yellow,crystal,ordinary,goggles,magichat,handkerchief,bread
186,blue,angelwing,skate,pink,none,stupefied,monocleglasses,dragonfly,handkerchief,magicwand
187,blue,butterfly,skate,soul,beasttooth,excited-soul,goggles,kongminghat,magicbook,lightsaber
188,blue,devilwing,birthdaycake,brown,goldchain,excited,bandaid,kongminghat,balloon,spatula
189,green,cloak,snowflake,pink,crystal,cry,goggles,magichat,briefcase,broom
190,lightgrey,devilwing,flyingcarpet,pink,beasttooth,stupefied,pearl,chefhat,magicbook,needle
191,blue,devilwing,aerocraft,yellow,tie,greedy,cyberglasses,curse,apple,needle
192,strokes,cloak,birthdaycake,pink,crystal,pitiful,none,fairy,shield,broom
193,jungle,angelwing,magmatic,yellow,apron,stupefied,pearl,baseballcap,apple,elfwand
194,grey,angelwing,ufo,soul,satchel,excited-soul,sunglasses,curse,handkerchief,fishingrod
195,starrysky,devilwing,surfboard,yellow,goldchain,greedy,cyberglasses,dragonfly,magicbook,broom
196,blue,butterfly,opencirrus,pink,none,ordinary,cyberglasses,none,shield,sword
197,grey,ribbon,skate,brown,beasttooth,ordinary,none,magichat,book,barbecuefork
198,strokes,none,leaf,yellow,satchel,pitiful,bandaid,bamboohat,none,broom
199,jungle,angelwing,none,fire,goldchain,excited-fire,sunglasses,curse,magicbook,magicwand
200,red,rainbow,skate,pink,apron,pitiful,monocleglasses,chefhat,balloon,stick
201,grey,devilwing,snowflake,brown,none,cry,sunglasses,strawhat,shield,crutch
202,green,rainbow,leaf,brown,crystal,pitiful,heart,strawhat,none,bread
203,strokes,rainbow,leaf,brown,satchel,cry,cyberglasses,tophat,apple,sword
204,grey,angelwing,aerocraft,brown,goldchain,pitiful,cyberglasses,tophat,magicbook,barbecuefork
205,grey,none,none,yellow,satchel,excited,bandaid,star,cake,fishingrod
206,red,parachute,none,pink,tie,ordinary,blackframedglasses,birthdayhat,shield,stick
207,desert,none,ski,yellow,apron,greedy,cyberglasses,tophat,shield,bread
208,grey,parachute,snowflake,yellow,brooch,greedy,none,none,magicbook,none
209,ocean,rainbow,skate,soul,goldchain,ordinary-soul,cyberglasses,birthdayhat,bucket,stick
210,green,ribbon,magmatic,yellow,medal,ordinary,pearl,nursecap,briefcase,stick
211,lightgrey,devilwing,flyingcarpet,brown,medal,excited,heart,star,apple,fishingrod
212,lightgrey,none,hotwheels,pink,medal,pitiful,bandaid,curse,briefcase,goldencudgel
213,rainforest,rainbow,none,yellow,brooch,pitiful,heart,dragonfly,handkerchief,goldencudgel
214,rainforest,butterfly,leaf,yellow,satchel,ordinary,bandaid,tophat,flagon,Fan
215,green,none,none,brown,beasttooth,ordinary,heart,magichat,shield,barbecuefork
216,green,cloak,skate,brown,apron,stupefied,blackframedglasses,bamboohat,book,broom
217,lightgrey,rainbow,aerocraft,pink,chestplate,excited,sunglasses,curse,bucket,Fan
218,rainforest,butterfly,flyingcarpet,fire,chestplate,excited-fire,planteyeglasses,magichat,book,barbecuefork
219,grey,none,flyingcarpet,yellow,satchel,pitiful,monocleglasses,nursecap,balloon,elfwand
220,green,ribbon,skate,pink,goldchain,pitiful,monocleglasses,lotusleaf,briefcase,goldencudgel
221,red,butterfly,leaf,brown,medal,stupefied,heart,curse,shield,lightsaber
222,ocean,cloak,opencirrus,brown,heartchain,greedy,bandaid,baseballcap,balloon,magicwand
223,ocean,ribbon,skate,pink,elfclothes,pitiful,pearl,baseballcap,cake,bread
224,red,parachute,skate,yellow,brooch,pitiful,sunglasses,baseballcap,none,pike
225,desert,ribbon,flyingcarpet,pink,tie,ordinary,blackframedglasses,cowboyhat,briefcase,goldencudgel
226,blue,butterfly,ufo,yellow,medal,excited,bandaid,star,magicbook,elfwand
227,green,parachute,leaf,brown,tie,excited,goggles,kongminghat,none,elfwand
228,grey,butterfly,aerocraft,brown,none,ordinary,none,kongminghat,flagon,elfwand
229,green,devilwing,skate,water,tie,greedy-water,cyberglasses,fairy,flagon,sword
230,green,rainbow,ski,brown,heartchain,pitiful,blackframedglasses,bamboohat,balloon,lightsaber
231,green,angelwing,skate,pink,heartchain,excited,goggles,dragonfly,magicbook,bread
232,lightgrey,angelwing,surfboard,pink,tie,pitiful,sunglasses,baseballcap,cake,magicwand
233,green,butterfly,ufo,pink,satchel,ordinary,sunglasses,cowboyhat,none,stick
234,lightgrey,devilwing,none,pink,goldchain,stupefied,blackframedglasses,militarycap,shield,goldencudgel
235,starrysky,cloak,ski,yellow,heartchain,cry,cyberglasses,magichat,bucket,fishingrod
236,grey,none,hotwheels,brown,tie,stupefied,sunglasses,magichat,briefcase,barbecuefork
237,grey,parachute,skate,pink,elfclothes,pitiful,goggles,dragonfly,apple,magicwand
238,grey,devilwing,skate,pink,medal,ordinary,none,star,book,magicwand
239,blue,none,ufo,yellow,crystal,excited,none,tophat,balloon,fishingrod
240,rainforest,devilwing,hotwheels,yellow,crystal,stupefied,pearl,baseballcap,balloon,fishingrod
241,blue,parachute,ufo,yellow,apron,cry,bandaid,cowboyhat,bucket,none
242,blue,ribbon,surfboard,fire,medal,cry-fire,bandaid,chefhat,bucket,elfwand
243,blue,rainbow,surfboard,pink,goldchain,greedy,blackframedglasses,baseballcap,book,goldencudgel
244,green,rainbow,surfboard,yellow,medal,excited,blackframedglasses,lotusleaf,apple,spatula
245,blue,butterfly,flyingcarpet,brown,apron,excited,pearl,chefhat,balloon,needle
246,red,devilwing,aerocraft,soul,tie,cry-soul,pearl,kongminghat,cake,sword
247,lightgrey,butterfly,snowflake,pink,crystal,pitiful,pearl,cowboyhat,apple,needle
248,strokes,none,opencirrus,yellow,heartchain,cry,pearl,magichat,magicbook,broom
249,desert,ribbon,snowflake,yellow,tie,stupefied,heart,cowboyhat,magicbook,bread
250,blue,cloak,aerocraft,brown,tie,pitiful,cyberglasses,dragonfly,book,lightsaber
251,strokes,none,ufo,brown,heartchain,pitiful,sunglasses,baseballcap,flagon,barbecuefork
252,blue,none,none,fire,beasttooth,pitiful-fire,heart,kongminghat,apple,fishingrod
253,lightgrey,rainbow,flyingcarpet,yellow,none,ordinary,sunglasses,magichat,apple,goldencudgel
254,green,devilwing,surfboard,fire,heartchain,cry-fire,blackframedglasses,chefhat,flagon,fishingrod
255,blue,angelwing,magmatic,yellow,brooch,pitiful,goggles,lotusleaf,apple,Fan
256,green,rainbow,opencirrus,yellow,satchel,greedy,bandaid,birthdayhat,briefcase,sword
257,green,rainbow,none,yellow,heartchain,excited,blackframedglasses,fairy,apple,goldencudgel
258,red,none,aerocraft,yellow,brooch,cry,bandaid,curse,briefcase,sword
259,strokes,angelwing,flyingcarpet,brown,chestplate,stupefied,cyberglasses,chefhat,book,pike
260,red,butterfly,aerocraft,pink,medal,pitiful,sunglasses,nursecap,cake,needle
261,desert,devilwing,aerocraft,brown,goldchain,cry,cyberglasses,bamboohat,cake,broom
262,grey,rainbow,birthdaycake,pink,satchel,excited,none,birthdayhat,shield,fishingrod
263,strokes,butterfly,surfboard,pink,medal,stupefied,heart,none,balloon,crutch
264,lightgrey,rainbow,aerocraft,yellow,crystal,pitiful,bandaid,chefhat,handkerchief,lightsaber
265,green,ribbon,skate,water,elfclothes,ordinary-water,goggles,star,book,broom
266,strokes,ribbon,ski,pink,tie,ordinary,planteyeglasses,star,flagon,lightsaber
267,rainforest,rainbow,opencirrus,pink,crystal,stupefied,goggles,fairy,book,sword
268,lightgrey,devilwing,skate,yellow,crystal,cry,cyberglasses,kongminghat,cake,pike
269,grey,rainbow,leaf,yellow,medal,excited,bandaid,cowboyhat,briefcase,sword
270,grey,parachute,ski,brown,elfclothes,cry,bandaid,none,handkerchief,goldencudgel
271,grey,angelwing,flyingcarpet,yellow,heartchain,pitiful,none,nursecap,balloon,sword
272,desert,butterfly,aerocraft,brown,brooch,cry,bandaid,tophat,briefcase,stick
273,green,ribbon,aerocraft,pink,elfclothes,cry,heart,dragonfly,book,none
274,rainforest,devilwing,none,yellow,heartchain,ordinary,bandaid,curse,flagon,broom
275,lightgrey,ribbon,flyingcarpet,pink,tie,excited,blackframedglasses,lotusleaf,balloon,spatula
276,desert,rainbow,hotwheels,yellow,satchel,stupefied,monocleglasses,magichat,cake,magicwand
277,green,devilwing,surfboard,brown,tie,cry,sunglasses,tophat,briefcase,Fan
278,red,cloak,snowflake,brown,chestplate,stupefied,goggles,nursecap,balloon,broom
279,green,ribbon,aerocraft,brown,heartchain,pitiful,heart,strawhat,balloon,sword
280,ocean,parachute,snowflake,yellow,satchel,ordinary,goggles,nursecap,book,needle
281,strokes,angelwing,surfboard,pink,chestplate,greedy,monocleglasses,cowboyhat,briefcase,pike
282,blue,angelwing,flyingcarpet,pink,none,stupefied,heart,strawhat,none,goldencudgel
283,green,cloak,flyingcarpet,pink,brooch,pitiful,bandaid,fairy,briefcase,none
284,strokes,butterfly,aerocraft,pink,brooch,ordinary,cyberglasses,fairy,book,crutch
285,grey,parachute,ufo,pink,none,ordinary,cyberglasses,none,magicbook,elfwand
286,strokes,butterfly,surfboard,soul,brooch,pitiful-soul,sunglasses,fairy,balloon,Fan
287,grey,rainbow,skate,pink,beasttooth,cry,bandaid,none,none,magicwand
288,red,ribbon,opencirrus,brown,elfclothes,excited,pearl,birthdayhat,magicbook,lightsaber
289,green,angelwing,birthdaycake,fire,none,excited-fire,heart,star,shield,spatula
290,strokes,rainbow,birthdaycake,brown,elfclothes,pitiful,cyberglasses,star,balloon,broom
291,desert,angelwing,skate,brown,none,pitiful,blackframedglasses,fairy,bucket,bread
292,rainforest,cloak,opencirrus,brown,chestplate,pitiful,blackframedglasses,none,flagon,Fan
293,ocean,parachute,none,pink,tie,excited,sunglasses,bamboohat,magicbook,stick
294,red,rainbow,opencirrus,brown,beasttooth,cry,bandaid,bamboohat,briefcase,spatula
295,lightgrey,angelwing,ufo,yellow,heartchain,excited,blackframedglasses,birthdayhat,balloon,elfwand
296,desert,rainbow,aerocraft,brown,elfclothes,excited,blackframedglasses,lotusleaf,magicbook,pike
297,green,cloak,none,pink,tie,ordinary,heart,lotusleaf,handkerchief,crutch
298,strokes,angelwing,opencirrus,fire,tie,pitiful-fire,pearl,chefhat,handkerchief,stick
299,lightgrey,ribbon,aerocraft,yellow,brooch,ordinary,blackframedglasses,bamboohat,handkerchief,barbecuefork
300,grey,parachute,leaf,pink,elfclothes,cry,cyberglasses,kongminghat,shield,pike
301,strokes,angelwing,skate,pink,apron,cry,bandaid,baseballcap,balloon,stick
302,grey,none,aerocraft,yellow,goldchain,cry,none,kongminghat,magicbook,spatula
303,strokes,ribbon,birthdaycake,pink,brooch,pitiful,sunglasses,magichat,none,broom
304,rainforest,angelwing,birthdaycake,fire,heartchain,stupefied-fire,pearl,birthdayhat,book,barbecuefork
305,red,butterfly,opencirrus,pink,satchel,excited,planteyeglasses,curse,flagon,goldencudgel
306,grey,ribbon,aerocraft,yellow,goldchain,pitiful,sunglasses,kongminghat,apple,sword
307,red,rainbow,none,yellow,chestplate,stupefied,goggles,birthdayhat,magicbook,lightsaber
